SITE_HISTORY_PK,SH_SITE_ID,SH_BASIN,SH_LOCATION,SH_RIVMILE,SH_OLD_SITE_ID,SH_PREV_NAME,SH_STATION,SH_OLD_RIBS_ID,SH_DESC,SH_CITY_TOWN,SH_LATITUDE,SH_LONGITUDE,SH_COUNTY,SH_FIPS_CDE,SH_NAME,SH_HUC_8,SH_NHD_REACHCODE,SH_NHD_M_VALUE,SH_WQ_STANDARD,SH_DEC_REGION,SH_PWL_ID,SH_WIN,SH_HABITAT_TYPE,SH_SITE_CONDITION,SH_DRAINAGE,SH_NED10_ELEV,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
,03-BLCN-0.6,03,BLCN,0.6,42674780,BLCN-01 (pre-2017),01,,sr 261.,Parma,43.273739,-77.750400,Monroe,055,Black Creek,04130001,,,C,8,0301-0019,Ont 123-P154- 1,,,21.87,83.40633,,,,
,03-BROK-2.0,03,BROK,2.0,1304,BROK-01 (pre-2017),01,,co. rte 18 bridge; 20 m upstream.,Clarkson,43.283200,-77.834550,Monroe,055,Brockport Creek,04130001,,,C,8,0301-0028,ONT-125-2,,,48.74,85.50697,,,,
,03-BUFY-1.8,03,BUFY,1.8,3454,BUFY-01 (pre-2017),01,,at route 104b bridge.,New Haven,43.500919,-76.285530,Oswego,075,Butterfly Creek,04140102,,,C,7,0303-0098,ONT-59,,,22.92,82.22935,,,,
,03-BUFY_T3-1.1,03,BUFY_T3,1.1,42674806,BUFY-T-1 (pre-2017),T-1,,off cr 64.,Mexico,43.458743,-76.262599,Oswego,075,Unnamed Tributary To Butterfly Creek,04140102,,,C,7,0303-0098,Ont  59,,,0.35,127.4217,,,,
,03-BUTN-7.0,03,BUTN,7.0,1296,BUTN-01 (pre-2017),01,,50 m above rt. 259/18 bridge.,Parma,43.265450,-77.791150,Monroe,055,Buttonwood Creek,04130001,,,C,8,0301-0024,ONT-124,,,15.23,91.60867,,,,
,03-CART-0.9,03,CART,0.9,3457,,01,,dog hill rd.,Orleans,44.120940,-75.941560,Jefferson,045,Carter Creek,04150102,,,C,6,0303-0040,ONT-18-4,,,,100.8772,,,,
,03-CATF-1.3,03,CATF,1.3,1577,,01,03031602,co rte 6 bridge; 5 m above.,New Haven,43.498890,-76.316670,Oswego,075,Catfish Creek,04140102,,,C,7,0303-0099,ONT-60,,,91.14,87.71217,,,,
,03-CHMO-6.2,03,CHMO,6.2,227,CHMO-11 (pre-2017),11,,below rte. 179 bridge.,Clayton,44.139440,-76.067780,Jefferson,045,Chaumont River,04150102,,,C,6,0303-0010,ONT-8,,,68.22,80.19983,,,,
,03-CHMO-8.6,03,CHMO,8.6,42674824,CHMO-10 (pre-2017),10,,0.25 mile se off cr 11.,Clayton,44.152698,-76.040947,Jefferson,045,Chaumont River,04150102,,,C,6,0303-0037,Ont   8,,,60.3,82.158,,,,
,03-CHMO-11.4,03,CHMO,11.4,226,CHMO-08 (pre-2017),08,,zang rd. bridge.,Clayton,44.175000,-76.015550,Jefferson,045,Chaumont River,04150102,,,C,6,0303-0037,ONT-8,,,43.05,83.17701,,,,
,03-CHMO-15.1,03,CHMO,15.1,225,CHMO-04 (pre-2017),04,,30 m above rte. 180 bridge.,Orleans,44.193050,-75.966380,Jefferson,045,Chaumont River,04150102,,,C,6,0303-0037,ONT-8,,,26.34,112.9662,,,,
,03-DENS-0.1,03,DENS,0.1,1174,,01,,bayshore dr. 20 m above bridge culvert.,Irondequoit,43.200270,-77.534840,Monroe,055,Densmore Creek,04140101,,,C,8,0302-0038,ONT-108-P113-5,,,14,78.3772,,,,
,03-DERK-2.6,03,DERK,2.6,3452,,01,,at route 3 bridge.,Richland,43.590274,-76.171418,Oswego,075,Deer Creek,04140102,,,C,7,0303-0066,ONT-52,,,60.47,75.35001,,,,
,03-EMIL-1.1,03,EMIL,1.1,42674141,EMIL-05(2015),05,,0.75 miles upstream of sr 18 bridge.,Newfane,43.324998,-78.718740,Niagara,063,Eighteenmile Creek,04130001,,,C,9,0301-0054,Ont 148,,,220.57,74.52,,,,
,03-EMIL-5.1,03,EMIL,5.1,319,EMIL-03(pre-2015),03,,50 m below mckee rd. bridge.,Newfane,43.277850,-78.711850,Niagara,063,Eighteenmile Creek,04130001,,,D,9,0301-0055,ONT-148,,,197.89,96.11252,,,,
,03-EMIL-7.5,03,EMIL,7.5,318,EMIL-02([pre2015),02,,200 m below jacques rd.,Newfane,43.251390,-78.698320,Niagara,063,Eighteenmile Creek,04130001,,,D,9,0301-0055,ONT-148,,,183.79,101.9178,,,,
,03-EMIL-12.1,03,EMIL,12.1,1649,,01A,,10 meters below stone rd. bridge.,Lockport,43.194160,-78.709440,Niagara,063,Eighteenmile Creek,04130001,,,D,9,0301-0058,ONT-148,,,25.55,109.0094,,,,
,03-EMIL_E-1.0,03,EMIL_E,1.0,317,EMIL-01 (pre-2015),01,,5 m below rt. 104 bridge.,Newfane,43.219390,-78.695400,Niagara,063,East Branch Eighteenmile Creek,04130001,,,C,9,0301-0056,ONT-148-3,,,112.24,104.8746,,,,
,03-EMIL_E-13.4,03,EMIL_E,13.4,1450,EMIL-00(pre-2015),00,,just below quaker rd. bridge.,Hartland,43.237340,-78.549570,Niagara,063,East Branch Eighteenmile Creek,04130001,,,C,9,0301-0056,ONT-148-3,,,56.09,119.1417,,,,
,03-EMIL_E_T6-0.4,03,EMIL_E_T6,0.4,42674367,,03,,gasport rd.,Royalton,43.186600,-78.575300,Niagara,063,Unnamed Tributary To East Branch Eighteenmile Creek,04130001,,,,9,0301-0057,Ont 148-3,,,,182.9562,,,,
,03-ETEL_T1-0.5,03,ETEL_T1,0.5,42674781,ETEL-01 (pre-2017),01,,sr 18.,Wilson,43.306984,-78.847370,Niagara,063,Unnamed Tributary To East Branch Twelvemile Creek,04130001,,,C,9,0301-0061,Ont 152,,,1.3,83.414,,,,
,03-FICR-0.9,03,FICR,0.9,1302,FICR-01(pre-2015),01,,east scott rd. bridge; 150 m upstream.,Ridgeway,43.258290,-78.359280,Orleans,073,Fish Creek,04130001,,,C,8,0301-0040,ONT-138-9,,,47.92,124.5431,,,,
,03-FLEM-0.8,03,FLEM,0.8,1354,FLEM-02 (pre-2017),02,,40 yds above latta rd. bridge.,Greece,43.252390,-77.632310,Monroe,055,Fleming Creek,04130001,,,C,8,0301-0020,ONT-120-1,,,4.08,84.99814,,,,
,03-FLEM-2.0,03,FLEM,2.0,1353,FLEM-01 (pre-2017),01,,60 yds downstream of britton rd. bridge.,Greece,43.236950,-77.634900,Monroe,055,Fleming Creek,04130001,,,C,8,0301-0020,ONT-120-1,,,2.22,98.21901,,,,
,03-FLLB-0.3,03,FLLB,0.3,2250,FLLB-01 (pre-2017),01,,"cr 46 osceola rd. bridge


10 m above bridge.",Osceola,43.499720,-75.714440,Lewis,049,Fall Brook,04140102,,,C(T),6,0303-0080,ONT-53-33,,,,322.972,,,,
,03-FOMI-0.8,03,FOMI,0.8,1434,FOMI-01 (pre-2017),01,03011601,40 m above rte 18 bridge at 4-mi ck park.,Porter,43.267780,-79.003860,Niagara,063,Fourmile Creek,04130001,,,C,9,0301-0066,ONT-156,,,55.66,84.05257,,,,
,03-FOMI-5.5,03,FOMI,5.5,42674782,FOMI-00 (pre-2017),00,,pletcher rd.,Lewiston,43.209021,-79.026486,Niagara,063,Fourmile Creek,04130001,,,C,9,0301-0067,Ont 156,,,8.93,95.83691,,,,
,03-FOMI_S-0.1,03,FOMI_S,0.1,42674783,FOMI-S1 (pre-2017),S1,,balmer rd.,Porter,43.230981,-79.014597,Niagara,063,South Branch Fourmile Creek,04130001,,,C,9,0301-0067,Ont 156,,,21.16,91.7141,,,,
,03-FOMI_T3-1.0,03,FOMI_T3,1.0,3319,FOMI-A (pre-2017),A,,just below lutts rd. culvert.,Porter,43.245150,-78.987880,Niagara,063,Unnamed Tributary  To Fourmile Creek,04130001,,,C,9,0301-0067,ONT-156-1c,,,11.93,91.232,,,,
,03-FORM-0.9,03,FORM,0.9,2692,FORM-01 (pre-2017),01,,lake rd.,Webster,43.265800,-77.418440,Monroe,055,Fourmile Creek,04140101,,,B,8,0302-0006,ONT-99,,,62.43,80.85574,,,,
,03-FORM_E-0.4,03,FORM_E,0.4,42674797,FORM-U-1 (pre-2017),U-1,,"ridge rd. 


fourmile ck splits above sr 104 and topo maps call both branches fourmile creek. so we have split them into east and west branches (not official designation).",Ontario,43.222697,-77.370260,Wayne,117,East Branch Fourmile Creek,04140101,,,C,8,0302-0006,Ont  99,,,14.83,130.9128,,,,
,03-FORM_T2-0.2,03,FORM_T2,0.2,42674784,FORM-T-1 (pre-2017),T-1,,1200 ft off cr 1.,Webster,43.265010,-77.413000,Monroe,055,Unnamed Tributary  To Fourmile Creek,04140101,,,C,8,0302-0006,Ont  99,,,13.16,82.42039,,,,
,03-FORM_W-0.7,03,FORM_W,0.7,42674796,FORM-00 (pre-2017),00,,"ridge rd. 


fourmile ck splits above sr 104 and topo maps call both branches fourmile creek. so we have split them into east and west branches (not official designation).",Webster,43.222425,-77.379070,Monroe,055,West Branch Fourmile Creek,04140101,,,C,8,0302-0006,Ont  99,,,23.64,129.7097,,,,
,03-FOXS-1.1,03,FOXS,1.1,42674808,FOXS-01 (pre-2017),01,,180 ft off lemay rd.,Lorraine,43.760618,-76.027529,Jefferson,045,Fox Creek,04140102,,,C(T),6,0303-0057,Ont  45- 9- 2,,,58.07,185.4516,,,,
,03-FOXS-6.7,03,FOXS,6.7,42674809,FOXS-00 (pre-2017),00,,0.6 miles downstream from cr 93.,Lorraine,43.763980,-75.959800,Jefferson,045,Fox Creek,04140102,,,C,6,0303-0057,Ont  45- 9- 2,,,39.14,281.9569,,,,
,03-FYSH-0.1,03,FYSH,0.1,377,,03,,15 m above culvert at creek rd.bel. landfill.trib.,Adams,43.833890,-75.976100,Jefferson,045,Fish Creek,04140102,,,C,6,0303-0020,ONT-44-13-1,,,27.56,199.9812,,,,
,03-FYSH-1.8,03,FYSH,1.8,375,,01,,30 m above rt. 97 bridge; 20 m above trib.,Rodman,43.833600,-75.949200,Jefferson,045,Fish Creek,04140102,,,C(TS),6,0303-0020,ONT-44-13,,,19.04,223.9922,,,,
,03-FYSH_T1-0.1,03,FYSH_T1,0.1,376,FYSH-01A (pre-2017),01A,,20 m above brown rd. bridge. 30 m above fish creek.,Rodman,43.833060,-75.949170,Jefferson,045,Unnamed Tributary To Fish Creek,04140102,,,C,6,0303-0020,ONT-44-13-1,,,6.39,226.0787,,,,
,03-GHIL-0.8,03,GHIL,0.8,1422,GHIL-01 (pre-2016),01,,park rd. on left. behind picnic tables.,Somerset,43.367650,-78.488490,Niagara,063,Golden Hill Creek,04130001,,,C,9,0301-0050,ONT-144,,,53.31,78.85494,,,,
,03-GHIL-1.5,03,GHIL,1.5,3109,GHIL-01B (pre-2016),01B,03011502,60 m downstream of lower lake rd.,Somerset,43.365610,-78.497720,Niagara,063,Golden Hill Creek,04130001,,,C,9,0301-0050,ONT-144,,,52.74,80.79755,,,,
,03-GHIL-3.0,03,GHIL,3.0,3110,GHIL-01A (pre-2016),01A,,10 m upstream of carmen rd.,Somerset,43.352780,-78.495960,Niagara,063,Golden Hill Creek,04130001,,,C,9,0301-0050,ONT-144,,,44.94,88.77865,,,,
,03-GILC-0.7,03,GILC,0.7,42674825,GILC-01 (pre-2017),01,,perch lake rd.,Pamelia,44.122804,-75.888944,Jefferson,045,Gillette Creek,04150102,,,C,6,0303-0040,Ont  18,,,34.84,96.86329,,,,
,03-GRND-1.8,03,GRND,1.8,1578,,01,,rte 3 bridge; 30 m above.,Richland,43.542780,-76.192220,Oswego,075,Grindstone Creek,04140102,,,C(T),7,0303-0081,ONT-54,,,120.55,75.45149,,,,
,03-GRND_N-0.3,03,GRND_N,0.3,42674811,NGRN-0.3 (pre-2017),0.3,,walk 915 ft down rr tracks to stream.,Richland,43.492161,-76.144330,Oswego,075,North Branch Grindstone Creek,04140102,,,C,7,0303-0082,Ont  54,,,36.72,112.287,,,,
,03-GRND_S-1.1,03,GRND_S,1.1,42674817,SGRN-1.1 (pre-2017),1.1,,1700 ft south on rr tracks off dry bridge rd.,Richland,43.478500,-76.148750,Oswego,075,South Branch Grindstone Creek,04140102,,,C(T),7,0303-0084,Ont  54- 4,,,24.86,119.3284,,,,
,03-GRUN_T1-2.7,03,GRUN_T1,2.7,42675073,GRUN-2.7 (pre-2017),2.7,,550 ft off hayes rd.,Worth,43.785240,-75.837080,Jefferson,045,Unnamed Tributary To Grunley Creek,04140102,,,C(TS),6,0303-0053,Ont  45,,,4.57,427.9933,,,,
,03-GUFF-0.9,03,GUFF,0.9,42674826,GUFF-01 (pre-2017),01,,0.4 miles east off sr 12e.,Brownville,44.052466,-76.091270,Jefferson,045,Guffin Creek,04150102,,,C,6,0303-0039,Ont   9a thru 18a,,,7.99,81.35372,,,,
,03-GULS-4.9,03,GULS,4.9,42674827,GULS-01 (pre-2017),01,,0.4 miles north of williams rd.,Rodman,43.843810,-75.868752,Jefferson,045,Gulf Stream,04140102,,,C,6,0303-0020,Ont  44,,,36.34,297.2076,,,,
,03-HOPK-0.6,03,HOPK,0.6,1451,,01,,5 m above culvert (west of olcott).,Newfane,43.328080,-78.743550,Niagara,063,Hopkins Creek,04130001,,,C,9,0301-0060,ONT-149,,,29,77.15658,,,,
,03-HRTB-2.2,03,HRTB,2.2,42674828,HRTB-01 (pre-2017),01,,us 11.,Adams,43.838250,-76.015454,Jefferson,045,Hart Brook,04140102,,,A,6,0303-0049,Ont  44-10,,,14.5,193.265,,,,
,03-IRON-7.4,03,IRON,7.4,447,IRON 01A; IRON-08 (pre-2017),08,,ellison park; off blossom rd.; 20 m above foot br.,Penfield,43.146730,-77.513000,Monroe,055,Irondequoit Creek,04140101,,,B(T),8,0302-0024,ONT-108-P113-3,,,366.02,74.78,,,,
,03-IRON-10.2,03,IRON,10.2,446,IRON 01; IRON-07 (pre-2017),07,03023106,20 m below panorama terrace bridge.,Penfield,43.130400,-77.495040,Monroe,055,Irondequoit Creek,04140101,,,B(T),8,0302-0024,ONT-108-P113-3,,,267.01,80.00301,,,,
,03-IRON-21.2,03,IRON,21.2,1175,IRON-04 (pre-2017),04,,5 m below park rd. bridge; daffodil meadow park.,Perinton,43.048060,-77.484030,Monroe,055,Irondequoit Creek,04140101,,,B(T),8,0302-0029,ONT-108-P113-3,,,113.31,127.4231,,,,
,03-IRON-28.0,03,IRON,28.0,42674786,IRON-02 (pre-2017),02,,190 ft nw from main street fishers.,Mendon,43.008782,-77.485466,Monroe,055,Irondequoit Creek,04140101,,,C(TS),8,0302-0029,Ont 108/P113- 3,,,62.4,155.1235,,,,
,03-IRON-34.5,03,IRON,34.5,42674785,IRON-00 (pre-2017),00,,430 ft nw off cheese factory rd.,Mendon,42.976506,-77.529882,Monroe,055,Irondequiot Creek,04140101,,,C,8,0302-0029,Ont 108/P113- 3,,,28.4,184.649,,,,
,03-IRON_T30-0.1,03,IRON_T30,0.1,42674787,IRON-T-1 (pre-2017),T-1,,cr 42.,Victor,43.007778,-77.469825,Ontario,069,Unnamed Tributary To Irondequoit Creek,04140101,,,C(T),8,0302-0029,Ont 108/P113- 3,,,24.21,150.5226,,,,
,03-JEDO-0.1,03,JEDO,0.1,1292,JEDO-01 (pre-2016),01,,200 m downstream of mill rd. bridge.,Ridgeway,43.292070,-78.458240,Orleans,073,Jeddo Creek,04130001,,,C,8,0301-0045,ONT-139-9,,,81.16,101.6254,,,,
,03-JEDO-1.4,03,JEDO,1.4,3312,JEDO-00 (pre-2016),00,03012102,just upstream of bridge on service drive at koa campsite.,Ridgeway,43.279810,-78.455860,Orleans,073,Jeddo Creek,04130001,,,C,8,0301-0045,ONT-139-9,,,79.11,109.423,,,,
,03-JEDO_T3-0.4,03,JEDO_T3,0.4,42674364,,02,,ny 271.,Hartland,43.226800,-78.467100,Niagara,063,Unnamed Tributary To Jeddo Creek,04130001,,,C,9,0301-0045,Ont 139-9,,,,139.9041,,,,
,03-JOHN-9.1,03,JOHN,9.1,456,JOHN-01 (pre-2017),01,03011309,30 m upstream of blood rd. bridge.,Yates,43.335280,-78.359070,Orleans,073,Johnson Creek,04130001,,,C,8,0301-0007,ONT-139,,,221.56,86.823,,,,
,03-JOHN-13.7,03,JOHN,13.7,42674798,JOHN-00 (pre-2017),00,,400 ft off angling rd.,Yates,43.305897,-78.409278,Orleans,073,Johnson Creek,04130001,,,C,8,0301-0044,Ont 139 (portion 3),,,199.73,96.61229,,,,
,03-KENT-4.0,03,KENT,4.0,467,,01,,5 m above rt. 12e bridge.,Cape Vincent,44.095800,-76.280790,Jefferson,045,Kents Creek,04150102,,,C,6,0303-0034,ONT-1,,,53.07,75.32995,,,,
,03-LARK-0.4,03,LARK,0.4,1298,,01,,latta rd. (rte 18) bridge; 200 m upstream.,Greece,43.252330,-77.708400,Monroe,055,Larkin Creek,04130001,,,C,8,0301-0023,ONT-122-P153-2,,,19.68,91.80251,,,,
,03-LGRN-0.3,03,LGRN,0.3,42674829,LGRN-01 (pre-2017),01,,walk down trib to creek from atkinson rd.,Richland,43.538220,-76.182485,Oswego,075,Little Grindstone Creek,04140102,,,C(T),7,0303-0083,Ont  54- 2,,,47.36,78.45646,,,,
,03-LGRN_T2-0.1,03,LGRN_T2,0.1,42674821,TGRN-01 (pre-2017),0.1,,760 ft north off cr 28.,Albion,43.501267,-76.082130,Oswego,075,Unnamed Tributary To Little Grindstone Creek,04140102,,,C,7,0303-0083,Ont  54- 2,,,1.24,148.8693,,,,
,03-LHYDE-0.0,03,LHYDE,0.0,3987,,COMP,,,Theresa,44.245650,-75.832690,Jefferson,045,Hyde Lake,04150102,,,B,6,0303-0043,ONT-18-P 390-1-P391,,,1.63,117.053,,,,
,03-LIND-1.2,03,LIND,1.2,1580,,01,,weaver rd. bridge; 50 m below.,Ellisburg,43.678610,-76.158610,Jefferson,045,Lindsey Creek,04140102,,,C(TS),6,0303-0063,ONT-48,,,35.45,77.25417,,,,
,03-LLORT-0.0,03,LLORT,0.0,3099,,COMP,,sampled in 2008 as part of lake biomonitoring pilot; composite.,Orwell,43.502260,-75.889830,Oswego,075,Lorton Lake,04140102,,,C(T),7,0303-0016,ONT-53-8,,,11.13,271.179,,,,
,03-LONT_T62-0.5,03,LONT_T62,0.5,42674830,LONT-L-1 (pre-2017),L-1,,cr 1a.,Scriba,43.509402,-76.422790,Oswego,075,Unnamed Tributary To Lake Ontario,04140102,,,C,7,0303-0001,Ont  61 thru 65,,,12.25,78.16171,,,,
,03-LRNC_55-19.2,03,LRNC_55,19.2,2286,,55,,access from towpath along river.,Royalton,43.198330,-78.581670,Niagara,063,Western Barge Canal,04130001,,,C,9,0301-0073,Barge Canal,,,0.59,156.7349,,,,
,03-LRNC_56-0.1,03,LRNC_56,0.1,2274,,56,,access via lake side marina. multiplates are just upstream on far shore.,Carlton,43.370280,-78.192490,Orleans,073,Oak Orchard River,04130001,,,C,8,0301-0004,ONT-138,,,705.11,74.82,,,,
,03-LSAM-1.9,03,LSAM,1.9,530,LSAM-01 (pre-2017),01,03031402,20 m upstream of co rt. 16 bridge.,Mexico,43.511670,-76.253320,Oswego,075,Little Salmon River,04140102,,,C(T),7,0303-0015,ONT-58,,,216.72,76.03001,,,,
,03-LSAM_N-7.9,03,LSAM_N,7.9,42674812,NLSM-7.9 (pre-2017),7.9,,400 ft upstream of cr 22.,Parish,43.413434,-76.065263,Oswego,075,North Branch Little Salmon River,04140102,,,C(T),7,0303-0089,Ont  58- 9,,,43.97,153.5484,,,,
,03-LSAM_N-12.1,03,LSAM_N,12.1,3459,NLSM-01 (pre-2017),01,,at cr 26 bridge.,Parish,43.411070,-76.003440,Oswego,075,North Branch Little Salmon River,04140102,,,C(T),7,0303-0089,ONT-58-9,,,0.11,192.2523,,,,
,03-LSAN-1.2,03,LSAN,1.2,1579,,04,,rte 3 bridge; 50 m below.,Sandy Creek,43.634720,-76.153610,Oswego,075,Little Sandy Creek,04140102,,,C(TS),7,0303-0013,ONT-50,,,69.3,75.54646,,,,
,03-LSAN-2.5,03,LSAN,2.5,533,,03,,100 m below norton rd. bridge.,Sandy Creek,43.636110,-76.129170,Oswego,075,Little Sandy Creek,04140102,,,C(TS),7,0303-0013,ONT-50,,,52.39,92.84705,,,,
,03-LSAN-5.0,03,LSAN,5.0,532,,02,,100 m below rt. 11 bridge.,Sandy Creek,43.645280,-76.087780,Oswego,075,Little Sandy Creek,04140102,,,C(TS),7,0303-0013,ONT-50,,,47.28,138.167,,,,
,03-LSAN-6.2,03,LSAN,6.2,531,,01,,30 m above rt. 22 bridge.,Sandy Creek,43.646390,-76.064160,Oswego,075,Little Sandy Creek,04140102,,,C(TS),7,0303-0013,ONT-50,,,4.93,173.0737,,,,
,03-LSTN-4.8,03,LSTN,4.8,534,,01,,100 m above co.rt.152 bridge. above bend.,Henderson,43.818890,-76.168330,Jefferson,045,Little Stony Creek,04140102,,,C,6,0303-0019,ONT-41,,,19.71,98.06068,,,,
,03-LTLC-1.0,03,LTLC,1.0,42674799,LTLC-01 (pre-2017),01,,church st.,Wolcott,43.284000,-76.780990,Wayne,117,Little Creek,04140101,,,C,8,0302-0014,Ont  78,,,13.18,96.66804,,,,
,03-MAD-2.5,03,MAD,2.5,1582,MAD-01 (pre-2016),01,03031703,otto mills dr; immed. below suspension bridge.,Redfield,43.598890,-75.819000,Oswego,075,Mad River,04140102,,,C(T),7,0303-0077,ONT-53-16-10,,Reference,134.79,376.1021,,,,
,03-MAD-10.0,03,MAD,10.0,42674810,MAD-00 (pre-2017),00,,0.5 mile hike from camp rd.,Redfield,43.690067,-75.818593,Oswego,075,Mad River,04140102,,,C(T),6,0303-0077,Ont  53-16-10,,,50.66,472.0019,,,,
,03-MARO-1.9,03,MARO,1.9,42675063,,1.9,,sawyer rd.,Carlton,43.351806,-78.160500,Orleans,073,Marsh Creek,04130001,,,B,8,0301-0036,Ont 138-1,,,69.27,80.43588,,,,
,03-MCRK-0.4,03,MCRK,0.4,42675169,,0.4,,miliatary rd. stream crossing.,Hounsfield,43.952800,-76.102460,Jefferson,045,Mill Creek,04150102,,,C,6,0303-0044,Ont  25,High gradient- hard bottom,Altered,105,77.24815,,,,
,03-MIDL-2.4,03,MIDL,2.4,42674800,MIDL-01 (pre-2017),01,,cr 905.,Royalton,43.164594,-78.494590,Niagara,063,Unnamed Tributary To Middleport Reservoir,04130001,,,A,9,0301-0046,Ont 139- 9- 1-P177a-,,,11.43,186.1393,,,,
,03-MILO-0.1,03,MILO,0.1,1172,MILO 01 (pre-2014),01,,lake rd. just below foot bridge; 20 m below bridge.,Webster,43.259900,-77.450870,Monroe,055,Mill Creek,04140101,,,B,8,0302-0025,ONT-100,,,26.2,74.51553,,,,
,03-MILO-2.3,03,MILO,2.3,42674789,MILO-00 (pre-2017),00,,imperial drive.,Webster,43.237466,-77.432304,Monroe,055,Mill Creek,04140101,,,C,8,0302-0025,Ont 100,,,9.5,103.403,,,,
,03-MILO_T1-0.7,03,MILO_T1,0.7,42674788,MILO-T-1 (pre-2017),T-1,,wall rd.,Webster,43.235210,-77.442217,Monroe,055,Unnamed Tributary To Mill Creek,04140101,,,C,8,0302-0025,Ont 100,,,5.18,102.9033,,,,
,03-MORM-3.0,03,MORM,3.0,1294,MORM 01 (pre-2014),01,,co. rte 18 bridge; 40 m upstream.,Clarkson,43.284130,-77.885170,Monroe,055,Moorman Creek,04130001,,,C,8,0301-0027,ONT-125-1,,,40.21,94.21353,,,,
,03-MRSO-0.5,03,MRSO,0.5,42674801,MRSO-01 (pre-2017),01,,cr 93.,Yates,43.370031,-78.363870,Orleans,073,Marsh Creek,04130001,,,C,8,0301-0049,Ont 141,,,33.47,79.30708,,,,
,03-NIMI-0.8,03,NIMI,0.8,637,NIMI-01(pre-2015),01,03021101,nr moon beach. 50 m upstream of irwin rd. bridge.,Sterling,43.401670,-76.627780,Cayuga,011,Ninemile Creek,04140101,,,C,7,0302-0005,ONT-71,,,96.57,80.25339,,,,
,03-NIMI-4.5,03,NIMI,4.5,42674831,,4.5,,800 ft. west off chapel rd.,Oswego,43.377508,-76.598269,Oswego,075,Ninemile Creek,04140101,,,C,7,0302-0005,Ont  71,,,90.83,81.604,,,,
,03-NIMI-12.8,03,NIMI,12.8,42674832,,12.8,,peat bed rd.,Hannibal,43.308342,-76.567548,Oswego,075,Ninemile Creek,04140101,,,C(T),7,0302-0050,Ont  71,,,49.66,93.303,,,,
,03-NRUP-0.8,03,NRUP,0.8,1297,NRUP-01 (pre-2017),01,,north greece rd. bridge; 50 m upstream.,Greece,43.272240,-77.732700,Monroe,055,Northrup Creek,04130001,,,C,8,0301-0019,ONT-123-P154-1,,,29.35,80.39623,,,,
,03-NRUP-3.1,03,NRUP,3.1,,,,,at rte 18/latta rd. bridge. access via fire department property downstream of the bridge.,Greece,43.254000,-77.742000,Monroe,055,Northrup Creek,04130001,04130001000258,,C,8,0301-0019,Ont 123-P154- 1,,,,94.29078,,,,
,03-ORCH-0.2,03,ORCH,0.2,42675066,,0.2,,lake ontario state pkwy.,Carlton,43.362890,-78.192220,Orleans,073,Oak Orchard Creek,04130001,,,C,8,0301-0004,Ont 138 (portion 1),,,704.27,74.82,,,,
,03-ORCH-1.3,03,ORCH,1.3,42675067,,1.3,,sr 18; roosevelt hwy.,Carlton,43.350850,-78.194040,Orleans,073,Oak Orchard Creek,04130001,,,C,8,0301-0004,Ont 138 (portion 1),,,604.35,74.94047,,,,
,03-ORCH-9.3,03,ORCH,9.3,671,ORCH-01 prior to 2011; ORCH-02(pre-2015),02,,100 m below town line rd. bridge.,Ridgeway,43.301030,-78.309430,Orleans,073,Oak Orchard Creek,04130001,,,C,8,0301-0005,ONT-138,,,524.46,102.923,,,,
,03-ORCH-12.2,03,ORCH,12.2,1303,ORCH-02 prior to 2011; ORCH-01(pre-2015),01,,rte 104 bridge; 250 m upstream.,Ridgeway,43.273170,-78.331180,Orleans,073,Oak Orchard Creek,04130001,,,C,8,0301-0005,ONT-138,,,499.8,111.023,,,,
,03-ORCH-21.6,03,ORCH,21.6,1301,ORCH-00(pre2015),00,03011424,martin rd. bridge; 100 m upstream.,Shelby,43.189790,-78.386740,Orleans,073,Oak Orchard Creek,04130001,,,C,8,0301-0014,ONT-138,,,386.14,176.7068,,,,
,03-ORCH-36.2,03,ORCH,36.2,42675068,,36.2,,fisher rd. mainstem. downstream of mucklands. upstream of state/fed wetlands.,Oakfield,43.124167,-78.248417,Genesee,037,Oak Orchard Creek,04130001,,,C,8,0301-0014,Ont 138 (portion 4),,,161.68,190.345,,,,
,03-ORCH_T28-2.1,03,ORCH_T28,2.1,42675065,ORCO-2.1 (pre-2017),2.1,,cr 12. lockport rd. below oakfield wwtp. industrial facilities.,Oakfield,43.098139,-78.250110,Genesee,037,Unnamed Tributary To Oak Orchard Creek,04130001,,,C,8,0301-0014,Ont 138 (portion 4),,,49.15,193.0882,,,,
,03-ORCH_T35-2.2,03,ORCH_T35,2.2,42675064,ORCE-2.2 (pre-2017),2.2,,oak orchard rd. below elba wwtp.,Elba,43.100278,-78.184944,Genesee,037,Unnamed Tributary To Oak Orchard Creek,04130001,,,C,8,0301-0014,Ont 138 (portion 4),,,7.71,208.1404,,,,
,03-ORWL-0.4,03,ORWL,0.4,1581,ORWL-01(pre-2015),01,,co rte bridge; above.,Albion,43.525550,-76.013880,Oswego,075,Orwell Brook,04140102,,,C(T),7,0303-0072,ONT-53-6,,,51.13,159.2702,,,,
,03-ORWL-3.1,03,ORWL,3.1,42674813,,3.1,03032203,375 ft above cr 52.,Orwell,43.549348,-76.000029,Oswego,075,Orwell Brook,04140102,,,C(T),7,0303-0072,Ont  53- 6,,,25.81,180.4836,,,,
